"Year","Annual Precipitation","Trend 1951-2020","Trend 1971-2020","Trend 1991-2020"
1950,1717.39
1951,2006.14,2155.689597585513
1952,2203.07,2146.6563007610885
1953,2281.7,2137.6230039366637
1954,1704.65,2128.5897071122386
1955,1945.14,2119.556410287814
1956,1941.39,2110.523113463389
1957,1978.07,2101.4898166389644
1958,1947.85,2092.4565198145397
1959,2069.68,2083.4232229901145
1960,2095.78,2074.3899261656898
1961,2218.57,2065.356629341265
1962,2200.21,2056.3233325168403
1963,1977.84,2047.2900356924154
1964,1866.99,2038.2567388679906
1965,1878.67,2029.2234420435657
1966,1891.49,2020.190145219141
1967,2244.35,2011.1568483947162
1968,2003.88,2002.1235515702913
1969,2120.77,1993.0902547458666
1970,2019.42,1984.0569579214416
1971,1910.03,1975.0236610970169,2071.73604705882
1972,2085.28,1965.9903642725922,2059.4098410564193
1973,1875.5,1956.9570674481672,2047.0836350540185
1974,1941.77,1947.9237706237425,2034.7574290516175
1975,2005.05,1938.8904737993175,2022.4312230492167
1976,2120.2,1929.8571769748928,2010.1050170468159
1977,2049.66,1920.823880150468,1997.778811044415
1978,1975.18,1911.7905833260431,1985.452605042014
1979,2064.99,1902.7572865016184,1973.1263990396133
1980,1933.16,1893.7239896771935,1960.8001930372125
1981,1899.46,1884.6906928527687,1948.4739870348117
1982,1956.94,1875.657396028344,1936.1477810324109
1983,1767.9,1866.624099203919,1923.8215750300099
1984,1824.71,1857.590802379494,1911.495369027609
1985,1936.59,1848.5575055550694,1899.1691630252083
1986,2048.25,1839.5242087306447,1886.8429570228075
1987,1984.57,1830.49091190622,1874.5167510204064
1988,2021.43,1821.457615081795,1862.1905450180057
1989,1782.07,1812.42431825737,1849.8643390156049
1990,1869.76,1803.3910214329453,1837.538133013204
1991,1893.57,1794.3577246085206,1825.2119270108033,1862.312688172043
1992,1831.32,1785.3244277840956,1812.8857210084022,1847.5203188728217
1993,1858.37,1776.291130959671,1800.5595150060014,1832.7279495736002
1994,1964.63,1767.257834135246,1788.2333090036007,1817.935580274379
1995,1832.08,1758.2245373108212,1775.9071030011996,1803.1432109751574
1996,1825.93,1749.1912404863965,1763.5808969987988,1788.3508416759362
1997,1890.15,1740.1579436619716,1751.254690996398,1773.5584723767147
1998,1772.64,1731.1246468375468,1738.9284849939972,1758.7661030774934
1999,1837.2,1722.0913500131219,1726.6022789915964,1743.9737337782722
2000,1662.25,1713.0580531886972,1714.2760729891957,1729.1813644790507
2001,1585.33,1704.0247563642724,1701.9498669867946,1714.3889951798294
2002,1622.57,1694.9914595398475,1689.6236609843938,1699.596625880608
2003,1522.82,1685.9581627154228,1677.297454981993,1684.8042565813867
2004,1553.71,1676.9248658909978,1664.971248979592,1670.0118872821654
2005,1582.7,1667.891569066573,1652.6450429771912,1655.219517982944
2006,1685.21,1658.8582722421484,1640.3188369747904,1640.4271486837226
2007,1589.79,1649.8249754177234,1627.9926309723896,1625.6347793845011
2008,1550.06,1640.7916785932987,1615.6664249699888,1610.8424100852799
2009,1656.87,1631.7583817688737,1603.340218967588,1596.0500407860586
2010,1615.37,1622.725084944449,1591.014012965187,1581.2576714868371
2011,1556.81,1613.6917881200243,1578.6878069627862,1566.4653021876159
2012,1526.79,1604.6584912955993,1566.3616009603854,1551.6729328883944
2013,1444.19,1595.6251944711746,1554.0353949579844,1536.880563589173
2014,1445.33,1586.5918976467497,1541.7091889555836,1522.0881942899518
2015,1499.63,1577.558600822325,1529.3829829531828,1507.2958249907304
2016,1471.09,1568.5253039979002,1517.056776950782,1492.503455691509
2017,1542.53,1559.4920071734753,1504.7305709483812,1477.7110863922876
2018,1522.23,1550.4587103490505,1492.4043649459804,1462.9187170930663
2019,1563.08,1541.4254135246256,1480.0781589435794,1448.126347793845
2020,1530.45,1532.3921167002009,1467.7519529411786,1433.3339784946236
