"Year","Annual Average Mean Surface Air Temperature","Trend 1951-2020","Trend 1971-2020","Trend 1991-2020"
1950,23.3
1951,23.23,22.84501408450705
1952,23.27,22.86773003236813
1953,23,22.89044598022921
1954,23.26,22.913161928090286
1955,22.93,22.935877875951366
1956,22.96,22.958593823812446
1957,23.18,22.981309771673526
1958,23.51,23.004025719534607
1959,23.31,23.026741667395683
1960,23.18,23.049457615256763
1961,22.95,23.072173563117843
1962,22.78,23.094889510978923
1963,23.06,23.117605458840004
1964,23.31,23.140321406701084
1965,23.2,23.16303735456216
1966,23.49,23.18575330242324
1967,22.91,23.20846925028432
1968,23.03,23.2311851981454
1969,23.38,23.25390114600648
1970,23.34,23.276617093867557
1971,22.98,23.299333041728637,23.05847058823529
1972,23.15,23.322048989589717,23.08933301320528
1973,23.56,23.344764937450798,23.120195438175266
1974,22.91,23.367480885311878,23.151057863145255
1975,22.91,23.390196833172954,23.181920288115244
1976,22.91,23.412912781034034,23.212782713085232
1977,23.29,23.435628728895114,23.243645138055218
1978,23.38,23.458344676756195,23.274507563025207
1979,23.47,23.481060624617275,23.305369987995196
1980,23.54,23.50377657247835,23.336232412965185
1981,23.46,23.52649252033943,23.36709483793517
1982,23.42,23.54920846820051,23.39795726290516
1983,23.97,23.57192441606159,23.428819687875148
1984,23.37,23.59464036392267,23.459682112845137
1985,23.24,23.617356311783748,23.490544537815122
1986,23.41,23.64007225964483,23.52140696278511
1987,24.02,23.66278820750591,23.5522693877551
1988,23.72,23.68550415536699,23.58313181272509
1989,23.54,23.70822010322807,23.613994237695074
1990,23.81,23.730936051089145,23.644856662665063
1991,23.61,23.753651998950225,23.675719087635052,23.507935483870952
1992,23.54,23.776367946811305,23.70658151260504,23.548008898776402
1993,23.62,23.799083894672385,23.737443937575026,23.588082313681856
1994,23.59,23.821799842533466,23.768306362545015,23.628155728587306
1995,23.81,23.844515790394546,23.799168787515004,23.66822914349276
1996,23.65,23.867231738255622,23.83003121248499,23.70830255839821
1997,23.87,23.889947686116702,23.86089363745498,23.748375973303663
1998,24.41,23.912663633977782,23.891756062424967,23.788449388209113
1999,23.51,23.935379581838863,23.922618487394956,23.828522803114563
2000,23.63,23.958095529699943,23.95348091236494,23.868596218020016
2001,23.69,23.98081147756102,23.98434333733493,23.908669632925466
2002,23.91,24.0035274254221,24.01520576230492,23.94874304783092
2003,24.01,24.02624337328318,24.04606818727491,23.98881646273637
2004,24.03,24.04895932114426,24.076930612244894,24.028889877641824
2005,24.25,24.07167526900534,24.107793037214883,24.068963292547274
2006,23.92,24.094391216866416,24.13865546218487,24.109036707452724
2007,24.02,24.117107164727496,24.16951788715486,24.149110122358177
2008,23.94,24.139823112588576,24.200380312124846,24.189183537263627
2009,24.17,24.162539060449657,24.231242737094835,24.22925695216908
2010,24.45,24.185255008310737,24.262105162064824,24.26933036707453
2011,24.14,24.207970956171813,24.292967587034813,24.30940378197998
2012,24.11,24.230686904032893,24.323830012004798,24.349477196885434
2013,24.37,24.253402851893973,24.354692436974787,24.389550611790884
2014,24.41,24.276118799755054,24.385554861944776,24.429624026696338
2015,24.54,24.298834747616134,24.416417286914765,24.469697441601788
2016,24.89,24.321550695477214,24.44727971188475,24.50977085650724
2017,24.61,24.34426664333829,24.47814213685474,24.54984427141269
2018,24.45,24.36698259119937,24.509004561824728,24.589917686318145
2019,24.71,24.38969853906045,24.539866986794713,24.629991101223595
2020,24.81,24.41241448692153,24.570729411764702,24.670064516129045
